run_key,phase,provider,condition_id,row_id,seed,item_index,element,identified,quote,claimed_scope,strict_match,normalized_match,token_sequence_match,claimed_scope_valid,found_in_scopes,format_only_match,wrong_scope,analysis_dataset
cff6bd508645c70b293711c6139ab8fd3b64d41cb3d616ae67477b5f25bb94bd,phase1,openai,P3_D2_CURRENT,P022,17,2,departure_or_reconfiguration,True,disbanded and functions moved to other agencies,target,True,True,True,True,['target'],False,False,phase1
b6269a1ac0bd356c678c0876b1cab676ca9445b5e18cf05c77356e5867cd0630,phase1,openai,P3_D3_ADAPTIVE,P022,17,0,prior_state,True,remain within the Department of Homeland Security,target,True,True,True,True,['target'],False,False,phase1
b6269a1ac0bd356c678c0876b1cab676ca9445b5e18cf05c77356e5867cd0630,phase1,openai,P3_D3_ADAPTIVE,P022,17,1,inadequacy_or_failure,True,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
b6269a1ac0bd356c678c0876b1cab676ca9445b5e18cf05c77356e5867cd0630,phase1,openai,P3_D3_ADAPTIVE,P022,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
18c6ec1d8a06c835f5604dacca1d2020a583e214711826b956728193da99dd0e,phase1,openai,P1_DIRECT,P022,17,0,prior_state,,remain within the Department of Homeland Security,target,True,True,True,True,['target'],False,False,phase1
18c6ec1d8a06c835f5604dacca1d2020a583e214711826b956728193da99dd0e,phase1,openai,P1_DIRECT,P022,17,1,inadequacy_or_failure,,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
18c6ec1d8a06c835f5604dacca1d2020a583e214711826b956728193da99dd0e,phase1,openai,P1_DIRECT,P022,17,2,departure_or_reconfiguration,,whether it should be disbanded and functions moved to other agencies,target,True,True,True,True,['target'],False,False,phase1
a0bb321c8bf7d6461b53ef7194dce4c1b6cd4c15a34443074152c4ed02dae264,phase1,openai,P2_D2_CURRENT,P022,17,0,prior_state,,remain within the Department of Homeland Security,target,True,True,True,True,['target'],False,False,phase1
a0bb321c8bf7d6461b53ef7194dce4c1b6cd4c15a34443074152c4ed02dae264,phase1,openai,P2_D2_CURRENT,P022,17,1,inadequacy_or_failure,,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
a0bb321c8bf7d6461b53ef7194dce4c1b6cd4c15a34443074152c4ed02dae264,phase1,openai,P2_D2_CURRENT,P022,17,2,departure_or_reconfiguration,,whether it should be disbanded and functions moved to other agencies,target,True,True,True,True,['target'],False,False,phase1
f20592a7b96b2de9b1c80b669ab722b769b3320a71482626e4fffeb682061648,phase1,openai,P2_D3_ADAPTIVE,P022,17,0,inadequacy_or_failure,,"Because of FEMA’s mission performance during Hurricane Katrina, concerns have been raised",target,True,True,True,True,['target'],False,False,phase1
f20592a7b96b2de9b1c80b669ab722b769b3320a71482626e4fffeb682061648,phase1,openai,P2_D3_ADAPTIVE,P022,17,1,departure_or_reconfiguration,,including whether it should be disbanded and functions moved to other agencies,target,True,True,True,True,['target'],False,False,phase1
a5020e59c38ea45ec17009a69ffe84da0e915a9848778f56d46aa6ab1c826c63,phase1,openai,P3_D1_OLD,P022,17,0,prior_state,True,remain within the Department of Homeland Security,target,True,True,True,True,['target'],False,False,phase1
a5020e59c38ea45ec17009a69ffe84da0e915a9848778f56d46aa6ab1c826c63,phase1,openai,P3_D1_OLD,P022,17,1,inadequacy_or_failure,True,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
a5020e59c38ea45ec17009a69ffe84da0e915a9848778f56d46aa6ab1c826c63,phase1,openai,P3_D1_OLD,P022,17,2,departure_or_reconfiguration,True,whether it should be disbanded and functions moved to other agencies,target,True,True,True,True,['target'],False,False,phase1
cdd7cb86b4d4bfa22e46e1b593e1480665e53881d8f0756514e9a3267bf54676,phase1,openai,P2_D1_OLD,P022,17,0,prior_state,,FEMA’s mission performance during Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
cdd7cb86b4d4bfa22e46e1b593e1480665e53881d8f0756514e9a3267bf54676,phase1,openai,P2_D1_OLD,P022,17,1,inadequacy_or_failure,,concerns have been raised regarding the agency’s organizational placement,target,True,True,True,True,['target'],False,False,phase1
cdd7cb86b4d4bfa22e46e1b593e1480665e53881d8f0756514e9a3267bf54676,phase1,openai,P2_D1_OLD,P022,17,2,departure_or_reconfiguration,,,absent,True,True,True,True,[],False,False,phase1
5766b320471a86262b3ae4ce82d10c8bb839cda02c725225af2dfc24b940f782,phase1,openai,P2_D1_OLD,P005,17,0,inadequacy_or_failure,,tremendous communication issues existed following Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
5766b320471a86262b3ae4ce82d10c8bb839cda02c725225af2dfc24b940f782,phase1,openai,P2_D1_OLD,P005,17,1,departure_or_reconfiguration,,upgrading the current telecommunications equipment,target,True,True,True,True,['target'],False,False,phase1
5766b320471a86262b3ae4ce82d10c8bb839cda02c725225af2dfc24b940f782,phase1,openai,P2_D1_OLD,P005,17,2,departure_or_reconfiguration,,reevaluating current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
f48da38de60b2002b3e17554834b9467ed43a774755929d5e6c155617d4ce9b7,phase1,openai,P2_D2_CURRENT,P005,17,0,inadequacy_or_failure,,tremendous communication issues existed following Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
f48da38de60b2002b3e17554834b9467ed43a774755929d5e6c155617d4ce9b7,phase1,openai,P2_D2_CURRENT,P005,17,1,departure_or_reconfiguration,,"upgrading the current telecommunications equipment, planning to deploy additional staff",target,True,True,True,True,['target'],False,False,phase1
f48da38de60b2002b3e17554834b9467ed43a774755929d5e6c155617d4ce9b7,phase1,openai,P2_D2_CURRENT,P005,17,2,other,,reevaluating current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
8fc87e5309b3a4f6fea812664226222cce51ede274a3b9fe07f04e95c5a6d7ec,phase1,openai,P3_D1_OLD,P005,17,0,prior_state,True,current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
8fc87e5309b3a4f6fea812664226222cce51ede274a3b9fe07f04e95c5a6d7ec,phase1,openai,P3_D1_OLD,P005,17,1,inadequacy_or_failure,True,tremendous communication issues existed following Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
8fc87e5309b3a4f6fea812664226222cce51ede274a3b9fe07f04e95c5a6d7ec,phase1,openai,P3_D1_OLD,P005,17,2,departure_or_reconfiguration,True,reevaluating current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
fbe0c9cc2e00973999b7632ae5db68aeb734b754187ce0c328fe6b8bdf304f48,phase1,openai,P3_D3_ADAPTIVE,P005,17,0,prior_state,True,current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
fbe0c9cc2e00973999b7632ae5db68aeb734b754187ce0c328fe6b8bdf304f48,phase1,openai,P3_D3_ADAPTIVE,P005,17,1,inadequacy_or_failure,True,tremendous communication issues existed following Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
fbe0c9cc2e00973999b7632ae5db68aeb734b754187ce0c328fe6b8bdf304f48,phase1,openai,P3_D3_ADAPTIVE,P005,17,2,departure_or_reconfiguration,False,reevaluating current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
30c01b77a5ee481a6749d4609e09287334037b28b2ea9e10a2a72778000ba46b,phase1,openai,P2_D3_ADAPTIVE,P005,17,0,inadequacy_or_failure,,tremendous communication issues existed following Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
30c01b77a5ee481a6749d4609e09287334037b28b2ea9e10a2a72778000ba46b,phase1,openai,P2_D3_ADAPTIVE,P005,17,1,departure_or_reconfiguration,,reevaluating current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
3e6906fad7857c3ee396080195be4563cdf54f69ea68a22cdf832695f37d5aeb,phase1,openai,P3_D2_CURRENT,P005,17,0,prior_state,True,current telecommunications equipment,target,True,True,True,True,['target'],False,False,phase1
3e6906fad7857c3ee396080195be4563cdf54f69ea68a22cdf832695f37d5aeb,phase1,openai,P3_D2_CURRENT,P005,17,1,inadequacy_or_failure,True,tremendous communication issues existed following Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
3e6906fad7857c3ee396080195be4563cdf54f69ea68a22cdf832695f37d5aeb,phase1,openai,P3_D2_CURRENT,P005,17,2,departure_or_reconfiguration,True,upgrading the current telecommunications equipment,target,True,True,True,True,['target'],False,False,phase1
4154d9648d5a707384b037691938c603f6a7d12770fa0be2efe6a9cc5b77b09c,phase1,openai,P1_DIRECT,P005,17,0,inadequacy_or_failure,,tremendous communication issues existed following Hurricane Katrina,target,True,True,True,True,['target'],False,False,phase1
4154d9648d5a707384b037691938c603f6a7d12770fa0be2efe6a9cc5b77b09c,phase1,openai,P1_DIRECT,P005,17,1,departure_or_reconfiguration,,reevaluating current communication standard operating procedures,target,True,True,True,True,['target'],False,False,phase1
4154d9648d5a707384b037691938c603f6a7d12770fa0be2efe6a9cc5b77b09c,phase1,openai,P1_DIRECT,P005,17,2,departure_or_reconfiguration,,upgrading the current telecommunications equipment,target,True,True,True,True,['target'],False,False,phase1
ef57dc31d5619aba75509516b56fb6b9fbb476a2d4d028713a7dca7b02477536,phase1,openai,P3_D2_CURRENT,P019,17,0,prior_state,True,analytical capacity for Mississippi and Louisiana was diminished,target,True,True,True,True,['target'],False,False,phase1
ef57dc31d5619aba75509516b56fb6b9fbb476a2d4d028713a7dca7b02477536,phase1,openai,P3_D2_CURRENT,P019,17,1,inadequacy_or_failure,True,analytical capacity for Mississippi and Louisiana was diminished,target,True,True,True,True,['target'],False,False,phase1
ef57dc31d5619aba75509516b56fb6b9fbb476a2d4d028713a7dca7b02477536,phase1,openai,P3_D2_CURRENT,P019,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
bb3f4603121377a9b4378b9c3a0e26d7af78bdc838ac0f10bd56ed013f553f75,phase1,openai,P2_D1_OLD,P019,17,0,inadequacy_or_failure,,the analytical capacity for Mississippi and Louisiana was diminished after Katrina,target,True,True,True,True,['target'],False,False,phase1
bb3f4603121377a9b4378b9c3a0e26d7af78bdc838ac0f10bd56ed013f553f75,phase1,openai,P2_D1_OLD,P019,17,1,departure_or_reconfiguration,,providing mobile laboratories and staff,target,True,True,True,True,['target'],False,False,phase1
1fe63f3e0ca2f06eb7c60cd3460b64f992c951cb636840450cc4ef05752e241c,phase1,openai,P1_DIRECT,P019,17,0,prior_state,,analytical capacity for Mississippi and Louisiana was diminished after Katrina,target,True,True,True,True,['target'],False,False,phase1
1fe63f3e0ca2f06eb7c60cd3460b64f992c951cb636840450cc4ef05752e241c,phase1,openai,P1_DIRECT,P019,17,1,departure_or_reconfiguration,,providing mobile laboratories and staff,target,True,True,True,True,['target'],False,False,phase1
a5f189e7a94350c7d6e80aaad482aa7f553ad28c6f27cdb6d637d1204b85b627,phase1,openai,P3_D3_ADAPTIVE,P019,17,0,prior_state,True,analytical capacity for Mississippi and Louisiana was diminished after Katrina,target,True,True,True,True,['target'],False,False,phase1
a5f189e7a94350c7d6e80aaad482aa7f553ad28c6f27cdb6d637d1204b85b627,phase1,openai,P3_D3_ADAPTIVE,P019,17,1,inadequacy_or_failure,True,analytical capacity for Mississippi and Louisiana was diminished after Katrina,target,True,True,True,True,['target'],False,False,phase1
a5f189e7a94350c7d6e80aaad482aa7f553ad28c6f27cdb6d637d1204b85b627,phase1,openai,P3_D3_ADAPTIVE,P019,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
d08c9e8b8caa0d0286cd58deb8e532a90b6544f532492580433e78bbf9e4eabe,phase1,openai,P3_D1_OLD,P019,17,0,prior_state,True,analytical capacity for Mississippi and Louisiana was diminished after Katrina,target,True,True,True,True,['target'],False,False,phase1
d08c9e8b8caa0d0286cd58deb8e532a90b6544f532492580433e78bbf9e4eabe,phase1,openai,P3_D1_OLD,P019,17,1,inadequacy_or_failure,True,analytical capacity for Mississippi and Louisiana was diminished,target,True,True,True,True,['target'],False,False,phase1
d08c9e8b8caa0d0286cd58deb8e532a90b6544f532492580433e78bbf9e4eabe,phase1,openai,P3_D1_OLD,P019,17,2,departure_or_reconfiguration,True,providing mobile laboratories and staff,target,True,True,True,True,['target'],False,False,phase1
f3840fdf67324e821a0e6a362965a7ad78788f3af4f29b3745188db841582743,phase1,openai,P2_D3_ADAPTIVE,P019,17,0,inadequacy_or_failure,,the analytical capacity for Mississippi and Louisiana was diminished after Katrina,target,True,True,True,True,['target'],False,False,phase1
f3840fdf67324e821a0e6a362965a7ad78788f3af4f29b3745188db841582743,phase1,openai,P2_D3_ADAPTIVE,P019,17,1,departure_or_reconfiguration,,providing mobile laboratories and staff,target,True,True,True,True,['target'],False,False,phase1
93a83eb7d7d96228e001c12a565d6a8025d46668769d0e0f60f4e1a9639ec9d5,phase1,openai,P2_D2_CURRENT,P019,17,0,prior_state,,the analytical capacity for Mississippi and Louisiana was diminished after Katrina,target,True,True,True,True,['target'],False,False,phase1
93a83eb7d7d96228e001c12a565d6a8025d46668769d0e0f60f4e1a9639ec9d5,phase1,openai,P2_D2_CURRENT,P019,17,1,departure_or_reconfiguration,,providing mobile laboratories and staff,target,True,True,True,True,['target'],False,False,phase1
6c778b1a7d6bd05feba73d823f4834f2686f7f21f03fb3bddcef40af7d8a706b,phase1,openai,P1_DIRECT,P037,17,0,prior_state,,the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
6c778b1a7d6bd05feba73d823f4834f2686f7f21f03fb3bddcef40af7d8a706b,phase1,openai,P1_DIRECT,P037,17,1,inadequacy_or_failure,,vacancies at lower levels of the political hierarchy do not produce delays in the federal response to catastrophic events,target,True,True,True,True,['target'],False,False,phase1
6c778b1a7d6bd05feba73d823f4834f2686f7f21f03fb3bddcef40af7d8a706b,phase1,openai,P1_DIRECT,P037,17,2,departure_or_reconfiguration,,reducing needless questions in the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
6c778b1a7d6bd05feba73d823f4834f2686f7f21f03fb3bddcef40af7d8a706b,phase1,openai,P1_DIRECT,P037,17,3,departure_or_reconfiguration,,streamlining the unnecessarily detailed financial disclosure forms,target,True,True,True,True,['target'],False,False,phase1
6c778b1a7d6bd05feba73d823f4834f2686f7f21f03fb3bddcef40af7d8a706b,phase1,openai,P1_DIRECT,P037,17,4,departure_or_reconfiguration,,reduce the number of presidential appointees significantly,target,True,True,True,True,['target'],False,False,phase1
0fbda0702050f95b376e4a8c3776d16891b1e6863f7b20167fa4632759601ce9,phase1,openai,P2_D2_CURRENT,P037,17,0,prior_state,,the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
0fbda0702050f95b376e4a8c3776d16891b1e6863f7b20167fa4632759601ce9,phase1,openai,P2_D2_CURRENT,P037,17,1,inadequacy_or_failure,,unnecessarily detailed financial disclosure forms,target,True,True,True,True,['target'],False,False,phase1
0fbda0702050f95b376e4a8c3776d16891b1e6863f7b20167fa4632759601ce9,phase1,openai,P2_D2_CURRENT,P037,17,2,departure_or_reconfiguration,,reducing needless questions,target,True,True,True,True,['target'],False,False,phase1
0fbda0702050f95b376e4a8c3776d16891b1e6863f7b20167fa4632759601ce9,phase1,openai,P2_D2_CURRENT,P037,17,3,departure_or_reconfiguration,,reduce the number of presidential appointees significantly,target,True,True,True,True,['target'],False,False,phase1
537b3e96bdac154ec6d2b5a6c9804daf40f19f2f780c67331ec58f5127dd5774,phase1,openai,P2_D1_OLD,P037,17,0,prior_state,,the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
537b3e96bdac154ec6d2b5a6c9804daf40f19f2f780c67331ec58f5127dd5774,phase1,openai,P2_D1_OLD,P037,17,1,inadequacy_or_failure,,vacancies at lower levels of the political hierarchy do not produce delays in the federal response to catastrophic events,target,True,True,True,True,['target'],False,False,phase1
537b3e96bdac154ec6d2b5a6c9804daf40f19f2f780c67331ec58f5127dd5774,phase1,openai,P2_D1_OLD,P037,17,2,departure_or_reconfiguration,,"reducing needless questions in the antiquated security clearance forms, while streamlining the unnecessarily detailed financial disclosure forms",target,True,True,True,True,['target'],False,False,phase1
537b3e96bdac154ec6d2b5a6c9804daf40f19f2f780c67331ec58f5127dd5774,phase1,openai,P2_D1_OLD,P037,17,3,departure_or_reconfiguration,,reduce the number of presidential appointees significantly,target,True,True,True,True,['target'],False,False,phase1
70345e1b5a0bbf21ebdd29d1b1f65cf5473db4a5a8c0da41ca0f4bbcec565fe4,phase1,openai,P2_D3_ADAPTIVE,P037,17,0,prior_state,,the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
70345e1b5a0bbf21ebdd29d1b1f65cf5473db4a5a8c0da41ca0f4bbcec565fe4,phase1,openai,P2_D3_ADAPTIVE,P037,17,1,inadequacy_or_failure,,vacancies at lower levels of the political hierarchy do not produce delays in the federal response to catastrophic events,target,True,True,True,True,['target'],False,False,phase1
70345e1b5a0bbf21ebdd29d1b1f65cf5473db4a5a8c0da41ca0f4bbcec565fe4,phase1,openai,P2_D3_ADAPTIVE,P037,17,2,departure_or_reconfiguration,,reducing needless questions in the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
70345e1b5a0bbf21ebdd29d1b1f65cf5473db4a5a8c0da41ca0f4bbcec565fe4,phase1,openai,P2_D3_ADAPTIVE,P037,17,3,departure_or_reconfiguration,,streamlining the unnecessarily detailed financial disclosure forms,target,True,True,True,True,['target'],False,False,phase1
70345e1b5a0bbf21ebdd29d1b1f65cf5473db4a5a8c0da41ca0f4bbcec565fe4,phase1,openai,P2_D3_ADAPTIVE,P037,17,4,departure_or_reconfiguration,,reduce the number of presidential appointees significantly,target,True,True,True,True,['target'],False,False,phase1
e490a5b9dc5dd53b0556fe918d20c6adf6e6c35e69a32eb62811c788f438b72c,phase1,openai,P3_D3_ADAPTIVE,P037,17,0,prior_state,True,the presidential appointments process,target,True,True,True,True,['target'],False,False,phase1
e490a5b9dc5dd53b0556fe918d20c6adf6e6c35e69a32eb62811c788f438b72c,phase1,openai,P3_D3_ADAPTIVE,P037,17,1,inadequacy_or_failure,True,vacancies at lower levels of the political hierarchy do not produce delays in the federal response,target,True,True,True,True,['target'],False,False,phase1
e490a5b9dc5dd53b0556fe918d20c6adf6e6c35e69a32eb62811c788f438b72c,phase1,openai,P3_D3_ADAPTIVE,P037,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
901912c1795c2f764609bb2a11fb570b2472f9336fbec39d3d2d29600a5f96ca,phase1,openai,P3_D2_CURRENT,P037,17,0,prior_state,True,the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
901912c1795c2f764609bb2a11fb570b2472f9336fbec39d3d2d29600a5f96ca,phase1,openai,P3_D2_CURRENT,P037,17,1,inadequacy_or_failure,True,needless questions,target,True,True,True,True,['target'],False,False,phase1
901912c1795c2f764609bb2a11fb570b2472f9336fbec39d3d2d29600a5f96ca,phase1,openai,P3_D2_CURRENT,P037,17,2,departure_or_reconfiguration,True,reducing needless questions,target,True,True,True,True,['target'],False,False,phase1
e54b9bbeef6ee865d3783671a73feb518a28f54096fe3103494131f1590156bc,phase1,openai,P3_D1_OLD,P037,17,0,prior_state,True,the antiquated security clearance forms,target,True,True,True,True,['target'],False,False,phase1
e54b9bbeef6ee865d3783671a73feb518a28f54096fe3103494131f1590156bc,phase1,openai,P3_D1_OLD,P037,17,1,inadequacy_or_failure,True,vacancies at lower levels of the political hierarchy do not produce delays in the federal response to catastrophic events,target,True,True,True,True,['target'],False,False,phase1
e54b9bbeef6ee865d3783671a73feb518a28f54096fe3103494131f1590156bc,phase1,openai,P3_D1_OLD,P037,17,2,departure_or_reconfiguration,True,reducing needless questions,target,True,True,True,True,['target'],False,False,phase1
17c6ca8f8579bb73a084aa927d8122e1de69adbf534489cf97df640a22c7ebcf,phase1,openai,P1_DIRECT,P003,17,0,inadequacy_or_failure,,parts of EPA were not communicating,target,True,True,True,True,['target'],False,False,phase1
17c6ca8f8579bb73a084aa927d8122e1de69adbf534489cf97df640a22c7ebcf,phase1,openai,P1_DIRECT,P003,17,1,inadequacy_or_failure,,the two agencies did not coordinate their efforts,target,True,True,True,True,['target'],False,False,phase1
4a8a3cc0f500000ad054cc3b8464739c999599d67e1780e7b57a1140eaee164c,phase1,openai,P3_D2_CURRENT,P003,17,0,prior_state,True,EPA was primarily calling wastewater treatment facilities and Louisiana to determine the status of facilities.,target,True,True,True,True,['target'],False,False,phase1
4a8a3cc0f500000ad054cc3b8464739c999599d67e1780e7b57a1140eaee164c,phase1,openai,P3_D2_CURRENT,P003,17,1,inadequacy_or_failure,True,the two agencies did not coordinate their efforts,target,True,True,True,True,['target'],False,False,phase1
4a8a3cc0f500000ad054cc3b8464739c999599d67e1780e7b57a1140eaee164c,phase1,openai,P3_D2_CURRENT,P003,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
2f9b30a7f8fda453eb7f7cd50eafebecceca5fd44a053ac5024cfe6f3755375c,phase1,openai,P2_D2_CURRENT,P003,17,0,prior_state,,parts of EPA were not communicating,target,True,True,True,True,['target'],False,False,phase1
2f9b30a7f8fda453eb7f7cd50eafebecceca5fd44a053ac5024cfe6f3755375c,phase1,openai,P2_D2_CURRENT,P003,17,1,inadequacy_or_failure,,some duplication of effort in collecting information,target,True,True,True,True,['target'],False,False,phase1
2f9b30a7f8fda453eb7f7cd50eafebecceca5fd44a053ac5024cfe6f3755375c,phase1,openai,P2_D2_CURRENT,P003,17,2,inadequacy_or_failure,,the two agencies did not coordinate their efforts,target,True,True,True,True,['target'],False,False,phase1
2f9b30a7f8fda453eb7f7cd50eafebecceca5fd44a053ac5024cfe6f3755375c,phase1,openai,P2_D2_CURRENT,P003,17,3,departure_or_reconfiguration,,,absent,True,True,True,True,[],False,False,phase1
10adb3c3c566df44e3e8e107692136e7a1c0b0d2c6d6b874f76ad75eff44def7,phase1,openai,P3_D1_OLD,P003,17,0,prior_state,True,parts of EPA were not communicating,target,True,True,True,True,['target'],False,False,phase1
10adb3c3c566df44e3e8e107692136e7a1c0b0d2c6d6b874f76ad75eff44def7,phase1,openai,P3_D1_OLD,P003,17,1,inadequacy_or_failure,True,some duplication of effort in collecting information,target,True,True,True,True,['target'],False,False,phase1
10adb3c3c566df44e3e8e107692136e7a1c0b0d2c6d6b874f76ad75eff44def7,phase1,openai,P3_D1_OLD,P003,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
abc5db39f4afe30d73199f9e8d3d719287eab05d8400abc0cc86e249fc58d1c5,phase1,openai,P2_D3_ADAPTIVE,P003,17,0,inadequacy_or_failure,,parts of EPA were not communicating,target,True,True,True,True,['target'],False,False,phase1
abc5db39f4afe30d73199f9e8d3d719287eab05d8400abc0cc86e249fc58d1c5,phase1,openai,P2_D3_ADAPTIVE,P003,17,1,inadequacy_or_failure,,there was also some duplication of effort,target,True,True,True,True,['target'],False,False,phase1
abc5db39f4afe30d73199f9e8d3d719287eab05d8400abc0cc86e249fc58d1c5,phase1,openai,P2_D3_ADAPTIVE,P003,17,2,departure_or_reconfiguration,,,absent,True,True,True,True,[],False,False,phase1
0cdf524f857a306a0e4954a034c8b77d113ee86e5cace9e74591fcc349c91cf8,phase1,openai,P3_D3_ADAPTIVE,P003,17,0,prior_state,True,EPA were not communicating,target,True,True,True,True,['target'],False,False,phase1
0cdf524f857a306a0e4954a034c8b77d113ee86e5cace9e74591fcc349c91cf8,phase1,openai,P3_D3_ADAPTIVE,P003,17,1,inadequacy_or_failure,True,there was also some duplication of effort,target,True,True,True,True,['target'],False,False,phase1
0cdf524f857a306a0e4954a034c8b77d113ee86e5cace9e74591fcc349c91cf8,phase1,openai,P3_D3_ADAPTIVE,P003,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
491c8505486a8649a9563e4904e6e5b656a574ffa3562df3a8d1af762f59e747,phase1,openai,P2_D1_OLD,P003,17,0,inadequacy_or_failure,,parts of EPA were not communicating,target,True,True,True,True,['target'],False,False,phase1
491c8505486a8649a9563e4904e6e5b656a574ffa3562df3a8d1af762f59e747,phase1,openai,P2_D1_OLD,P003,17,1,inadequacy_or_failure,,the two agencies did not coordinate their efforts,target,True,True,True,True,['target'],False,False,phase1
dc7ae2ef65c415b4c8b803560d7596f3069f9a541a76daecf93b3a3235a6aac5,phase1,openai,P3_D3_ADAPTIVE,P030,17,0,prior_state,True,existing systems,target,True,True,True,True,['target'],False,False,phase1
dc7ae2ef65c415b4c8b803560d7596f3069f9a541a76daecf93b3a3235a6aac5,phase1,openai,P3_D3_ADAPTIVE,P030,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
dc7ae2ef65c415b4c8b803560d7596f3069f9a541a76daecf93b3a3235a6aac5,phase1,openai,P3_D3_ADAPTIVE,P030,17,2,departure_or_reconfiguration,False,,absent,True,True,True,True,[],False,False,phase1
9287ff869de0aac712aa8d1b47db6bfd60fd0e3210404a9e05645519cbd7e8c1,phase1,openai,P2_D1_OLD,P030,17,0,departure_or_reconfiguration,,increasing the quantity and quality of the federal government’s preparedness and response capabilities,target,True,True,True,True,['target'],False,False,phase1
9287ff869de0aac712aa8d1b47db6bfd60fd0e3210404a9e05645519cbd7e8c1,phase1,openai,P2_D1_OLD,P030,17,1,other,,Developing more detailed plans,target,True,True,True,True,['target'],False,False,phase1
77f4a5a8b39447b7daaf537378b0fd019fddde4aa96fcf201c1ffb3977a8d78c,phase1,openai,P2_D3_ADAPTIVE,P030,17,0,other,,Establishing more robust surveillance and warning mechanisms should build on existing systems,target,True,True,True,True,['target'],False,False,phase1
77f4a5a8b39447b7daaf537378b0fd019fddde4aa96fcf201c1ffb3977a8d78c,phase1,openai,P2_D3_ADAPTIVE,P030,17,1,other,,Providing the needed training to ensure the readiness of first responders,target,True,True,True,True,['target'],False,False,phase1
77f4a5a8b39447b7daaf537378b0fd019fddde4aa96fcf201c1ffb3977a8d78c,phase1,openai,P2_D3_ADAPTIVE,P030,17,2,other,,increasing the quantity and quality of the federal government’s preparedness and response capabilities,target,True,True,True,True,['target'],False,False,phase1
07e681e2897dee1ff5fbf644532394e115a14fb9c1894f02e760c6b97fd71215,phase1,openai,P3_D1_OLD,P030,17,0,prior_state,True,existing systems,target,True,True,True,True,['target'],False,False,phase1
07e681e2897dee1ff5fbf644532394e115a14fb9c1894f02e760c6b97fd71215,phase1,openai,P3_D1_OLD,P030,17,1,inadequacy_or_failure,False,,absent,True,True,True,True,[],False,False,phase1
07e681e2897dee1ff5fbf644532394e115a14fb9c1894f02e760c6b97fd71215,phase1,openai,P3_D1_OLD,P030,17,2,departure_or_reconfiguration,True,should build on existing systems,target,True,True,True,True,['target'],False,False,phase1
6852a3e543eda59969af3ab671cec183a5f9967bd9a2046ff4214758184c72f5,phase1,openai,P2_D2_CURRENT,P030,17,0,prior_state,,,absent,True,True,True,True,[],False,False,phase1
6852a3e543eda59969af3ab671cec183a5f9967bd9a2046ff4214758184c72f5,phase1,openai,P2_D2_CURRENT,P030,17,1,inadequacy_or_failure,,,absent,True,True,True,True,[],False,False,phase1
6852a3e543eda59969af3ab671cec183a5f9967bd9a2046ff4214758184c72f5,phase1,openai,P2_D2_CURRENT,P030,17,2,departure_or_reconfiguration,,increasing the quantity and quality of the federal government’s preparedness and response capabilities,target,True,True,True,True,['target'],False,False,phase1
e8119fe77b9e01dd21009290536f45e112d0fad9d0237b88b61f0d58f3726ae5,phase1,openai,P3_D2_CURRENT,P030,17,0,prior_state,True,existing systems,target,True,True,True,True,['target'],False,False,phase1
