snapshot_relative_path,exists,expected_sha256,observed_sha256,verified
source/configs/prelangchain_ab_v1_2_api_hardened/environment_snapshot.json,True,67f379de7c3f5dd70c66d6fcc0b22e97aeec0d6ef85da37e1e7c972b6931550e,67f379de7c3f5dd70c66d6fcc0b22e97aeec0d6ef85da37e1e7c972b6931550e,True
source/configs/prelangchain_ab_v1_2_api_hardened/final_configuration.json,True,ca76c3f6de2911790604010131feaf24b9f781e3d7e6dfb0ee332baa859fa629,ca76c3f6de2911790604010131feaf24b9f781e3d7e6dfb0ee332baa859fa629,True
source/configs/prelangchain_ab_v1_2_api_hardened/model_protocol.csv,True,bb23f3e3306a7289e4b0de87eebba1d75ebfc0683887ea829f42bfe27a06e313,bb23f3e3306a7289e4b0de87eebba1d75ebfc0683887ea829f42bfe27a06e313,True
source/configs/prelangchain_ab_v1_2_api_hardened/phase1_selection.json,True,6a466245e21d9d1062c434adf320cf7f951d5eb6943cb4d66565f6eb7c8809e4,6a466245e21d9d1062c434adf320cf7f951d5eb6943cb4d66565f6eb7c8809e4,True
source/configs/prelangchain_ab_v1_2_api_hardened/phase2_completed_checkpoint.json,True,7b3ab119b8f5440cc8815b9b39a4bf61d88c604dd60661315e26fa28761ad2d6,7b3ab119b8f5440cc8815b9b39a4bf61d88c604dd60661315e26fa28761ad2d6,True
source/configs/prelangchain_ab_v1_2_api_hardened/phase2_resume_status.json,True,3a82596e57b7448aa1d8fa868764b1d1c487bc9e6229fa1ba1edd63956ee118d,3a82596e57b7448aa1d8fa868764b1d1c487bc9e6229fa1ba1edd63956ee118d,True
source/configs/prelangchain_ab_v1_2_api_hardened/phase2_selection.json,True,a490ad8ca9b702f6c0bd07ac5b236b8eb7b0c12dd4f494226b29449e167ee7b2,a490ad8ca9b702f6c0bd07ac5b236b8eb7b0c12dd4f494226b29449e167ee7b2,True
source/configs/prelangchain_ab_v1_2_api_hardened/phase3_completed_checkpoint.json,True,eb4f7f04ae5b64384213346b06ce011b96456b8a29fd847577af1e39cb6b55c4,eb4f7f04ae5b64384213346b06ce011b96456b8a29fd847577af1e39cb6b55c4,True
source/configs/prelangchain_ab_v1_2_api_hardened/phase3_selection.json,True,a2733222c201c4063caebef06acdd2832aff93ed7344dc0bdd545c7b11673e5f,a2733222c201c4063caebef06acdd2832aff93ed7344dc0bdd545c7b11673e5f,True
source/configs/prelangchain_ab_v1_2_api_hardened/pricing_snapshot.json,True,0689a640dcfa90f0f653690c67a73de5b9742ddfe80808dfaa2c93d405b02409,0689a640dcfa90f0f653690c67a73de5b9742ddfe80808dfaa2c93d405b02409,True
source/configs/prelangchain_ab_v1_2_api_hardened/provider_parameter_preflight.csv,True,04821e5dc288233d0078633893b0fe9bb7fc19aef809a348aad18aa1b1e3af21,04821e5dc288233d0078633893b0fe9bb7fc19aef809a348aad18aa1b1e3af21,True
source/backups/prelangchain_ab_v1_2_api_hardened/LATEST_CHECKPOINT.json,True,34f8beebeb74063b1da44d7f131715afe7ed29de8ecbd91c3ed9570548fb3a99,34f8beebeb74063b1da44d7f131715afe7ed29de8ecbd91c3ed9570548fb3a99,True
source/backups/prelangchain_ab_v1_2_api_hardened/checkpoint_20260722T235530Z.json,True,34f8beebeb74063b1da44d7f131715afe7ed29de8ecbd91c3ed9570548fb3a99,34f8beebeb74063b1da44d7f131715afe7ed29de8ecbd91c3ed9570548fb3a99,True
source/backups/prelangchain_ab_v1_2_api_hardened/checkpoint_manifest_20260722T235530Z.csv,True,1482103b7ae8db2685caf714afca0dc1c0020b4b9bd7278e8583b004aa0b7e0a,1482103b7ae8db2685caf714afca0dc1c0020b4b9bd7278e8583b004aa0b7e0a,True
source/data/Unlearning_Codebook_Local_Context_Test_Set.xlsx,True,d5ac05ea0b0d1b3b80a5da12cb9beda58bd354b962821b00f19cccaeb7750fd3,d5ac05ea0b0d1b3b80a5da12cb9beda58bd354b962821b00f19cccaeb7750fd3,True
